Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,has_lyrics
1KpUbzeaGFdcBD7aeEj0k9,Good Day for Living,Good Day for Living,Joe Nichols,2022-01-14,190066,0,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:23:07Z,"country,acoustic country",Quartz Hill Records,0.436,0.849,11,-5.279,1,0.0689,0.0122,0.0,0.122,0.696,82.465,4,True
3j1xkzTW8owIphkWV51V9s,Like I Love Country Music,Like I Love Country Music,Kane Brown,2022-05-06,234340,56,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:23:52Z,"country,pop country",RCA Records Label Nashville,0.542,0.82,8,-6.073,1,0.0432,0.000682,0.000136,0.0561,0.702,124.85,4,True
200x8ONbPfFzByUr3fVz46,She Had Me At Heads Carolina,Stereotype,Cole Swindell,2022-04-08,206106,67,22o5lnwyfofbaefafhryhcdbi,2023-03-19T20:24:49Z,"country,acoustic country",Warner Music Nashville,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,4,True
0U4iRayct65wsaBMQGiLbg,5 Foot 9,Tyler Hubbard,Tyler Hubbard,2023-01-27,189773,63,22o5lnwyfofbaefafhryhcdbi,2023-02-28T18:32:21Z,country,EMI Nashville,0.605,0.79,5,-5.576,1,0.0454,0.16,0.0,0.126,0.507,105.997,4,True
5ekA7j4MPQa3NZbZQSpRfF,One Mississippi,Different Man,Kane Brown,2022-09-09,214293,49,22o5lnwyfofbaefafhryhcdbi,2023-03-19T20:35:52Z,"country,pop country",RCA Records Label Nashville,0.463,0.84,0,-5.807,1,0.0385,0.00204,2.16e-06,0.197,0.575,99.991,4,True
4wBjKhJx6JnGoNJfJs24pd,Thinking 'Bout You (feat. MacKenzie Porter),Blue In The Sky,"Dustin Lynch,MacKenzie Porter",2022-02-12,170560,0,22o5lnwyfofbaefafhryhcdbi,2023-03-19T22:00:41Z,"country,acoustic country",Broken Bow Records,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,4,True
6Qpfsw8OS5HW5XxgmXYLWS,Handle On You,Handle On You,Parker McCollum,2022-08-05,219333,54,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:23:57Z,"texas country,red dirt,country",MCA Nashville,0.588,0.931,6,-3.925,1,0.0318,0.00411,0.0,0.345,0.625,105.027,4,True
5W4kiM2cUYBJXKRudNyxjW,You Proof,One Thing At A Time,Morgan Wallen,2023-03-03,157477,75,22o5lnwyfofbaefafhryhcdbi,2023-03-10T05:26:35Z,country,Big Loud Records / Mercury Records / Republic Records,0.728,0.818,9,-5.068,1,0.0329,0.323,0.0,0.582,0.681,119.706,4,True
2D3JfPyY2LkzXgNOb7qziR,red,the mockingbird & THE CROW,"HARDY,Morgan Wallen",2023-01-20,205767,4,22o5lnwyfofbaefafhryhcdbi,2023-12-30T07:09:13Z,"country,country rock",Big Loud Records / Big Loud Rock,0.582,0.878,11,-4.564,1,0.0404,0.0305,0.0,0.0791,0.581,140.03,4,True
6FniJZn4agmDtPx1pKZQsa,More Than My Hometown,More Than My Hometown,Morgan Wallen,2020-04-17,216573,0,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:24:02Z,country,Big Loud Records,0.621,0.882,6,-5.01,1,0.0459,0.601,0.0,0.132,0.574,126.014,4,True
3eBnEo9WL34ulBCZlLpUQO,Chicken Fried,The Foundation,Zac Brown Band,2008-11-17,238146,1,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:24:17Z,"country,acoustic country",Home Grown Music,0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,4,True
1dyxS3YzBbL0t8rEVwVQ1K,God's Country,God's Country,Blake Shelton,2019-03-29,205106,62,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:24:33Z,country,Warner Records,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,4,True
72xDxwWk5h3XfGXcCWJASo,Life Rolls On,6-Pack,Florida Georgia Line,2021-01-15,201066,0,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:24:52Z,"country,pop country,acoustic country",BMLG Records,0.572,0.691,6,-5.038,1,0.0314,0.163,0.0,0.14,0.36,130.974,4,True
0i5el041vd6nxrGEU8QRxy,Cruise,Here's To The Good Times,Florida Georgia Line,2012-01-01,208960,64,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:24:55Z,"country,pop country,acoustic country",BMX,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.001,4,True
2uX5f3x2cObov0iDAPln4o,Song of the South,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,Alabama,1980,190800,64,22o5lnwyfofbaefafhryhcdbi,2023-02-05T02:25:35Z,"country,country rock,christian country",RLG/Legacy,0.486,0.633,9,-8.414,1,0.0365,0.176,0.0,0.312,0.669,162.158,4,True
2uJcLlydqLdGiiABFa4KfN,Mr Red White and Blue,Boots and Jeans,Coffey Anderson,2016-05-20,207986,0,22o5lnwyfofbaefafhryhcdbi,2023-02-05T15:22:10Z,country,Coffey Global LLC,0.501,0.743,0,-5.789,1,0.037,0.14,6.56e-06,0.251,0.325,156.036,4,True
3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,True Believers,Darius Rucker,2013-01-01,298373,73,22o5lnwyfofbaefafhryhcdbi,2023-02-21T03:29:03Z,country,Capitol Records Nashville,0.535,0.66,9,-7.174,1,0.0297,0.455,0.0,0.135,0.577,148.044,4,True
1irAliF0T8sLIOPJp6n7rU,Single Saturday Night,Single Saturday Night,Cole Swindell,2020-05-22,187683,49,22o5lnwyfofbaefafhryhcdbi,2023-02-21T03:29:18Z,"country,acoustic country",Warner Music Nashville,0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949,4,True
7mDZ2NdYOeKFcz2zGnKBwU,Gone Too Soon,Gone Too Soon,Andrew Jannakos,2020-09-15,169254,0,22o5lnwyfofbaefafhryhcdbi,2023-02-21T03:30:04Z,country,Andrew Jannakos,0.529,0.723,4,-6.022,0,0.035,0.0175,0.0,0.364,0.459,119.942,4,True
6Awl7JBDQjfm7xkS3LkhDi,We Got History,This Is the Heavy,Mitchell Tenpenny,2022-09-16,203680,58,22o5lnwyfofbaefafhryhcdbi,2023-02-24T19:02:56Z,country,Riser House Entertainment/Columbia Nashville,0.628,0.833,0,-6.327,1,0.0311,0.0014,0.0,0.104,0.309,98.025,4,True
2KtGiBi5CrX2ERPD2PAS34,Dancin’ In The Country,Tyler Hubbard,Tyler Hubbard,2023-01-27,179640,66,22o5lnwyfofbaefafhryhcdbi,2023-02-26T19:06:33Z,country,EMI Nashville,0.657,0.871,7,-4.614,1,0.0675,0.0031,0.0,0.102,0.532,114.974,4,True
31o5omf8dh0tNaSCdM6cu3,Party Mode,Blue In The Sky,Dustin Lynch,2022-02-12,211986,0,22o5lnwyfofbaefafhryhcdbi,2023-02-25T06:14:43Z,"country,acoustic country",Broken Bow Records,0.619,0.916,10,-2.752,0,0.0468,0.0483,4.88e-06,0.246,0.785,114.019,4,True
48UKTR66uUOT9LaUvooTNx,The Kind of Love We Make,Growin' Up,Luke Combs,2022-06-24,224426,71,22o5lnwyfofbaefafhryhcdbi,2023-03-02T18:54:55Z,country,River House Artists/Columbia Nashville,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,4,True
6NebrV4ZigAoXIRbe11hxh,Thinking 'Bout You (feat. Lauren Alaina),Tullahoma,"Dustin Lynch,Lauren Alaina",2020-01-17,170560,55,22o5lnwyfofbaefafhryhcdbi,2023-02-25T06:17:11Z,"country,acoustic country",Broken Bow Records,0.394,0.747,8,-4.446,1,0.0627,0.13,0.0,0.0747,0.776,203.918,4,True
5OELUCYgOHKFAvCERnAvfS,More Than My Hometown,Dangerous: The Double Album,Morgan Wallen,2021-01-08,216573,73,22o5lnwyfofbaefafhryhcdbi,2023-02-25T06:21:52Z,country,Big Loud / Republic,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,4,True
46ZfPS5VpSQVU5gb82hg3K,Anything Goes,Anything Goes,Florida Georgia Line,2014-10-14,218866,56,22o5lnwyfofbaefafhryhcdbi,2023-02-27T02:48:25Z,"country,pop country,acoustic country",Big Machine Label Group,0.458,0.976,0,-3.791,1,0.0459,0.00182,0.0,0.193,0.76,154.007,4,True
3PY88239tYBnAv5LQoU2oY,Long Hot Summer,Get Closer (Deluxe Version),Keith Urban,2010-01-01,273586,56,22o5lnwyfofbaefafhryhcdbi,2023-02-27T02:48:31Z,country,Capitol Nashville,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,4,True
6NHpyYvJyQsg2nXXzGYc2R,Thought You Should Know,Thought You Should Know,Morgan Wallen,2022-05-06,215571,57,22o5lnwyfofbaefafhryhcdbi,2023-02-28T00:53:00Z,country,Big Loud Records / Republic Records,0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993,4,True
42lqBjPYlmL1EXpMDXvhSN,Somebody’s Problem,Dangerous: The Double Album,Morgan Wallen,2021-01-08,161773,68,22o5lnwyfofbaefafhryhcdbi,2023-02-28T02:46:18Z,country,Big Loud / Republic,0.658,0.538,5,-7.676,1,0.0289,0.657,0.0,0.123,0.62,136.967,4,True
15N1KAIKQwtlBvFXyjC0tC,I Don't Wanna,Down Home Boy: Gone Since Last October (Deluxe),Kidd G,2021-12-24,190942,46,22o5lnwyfofbaefafhryhcdbi,2023-02-28T16:36:50Z,"country hip hop,country",Rebel/Geffen Records,0.71,0.823,7,-5.734,1,0.0684,0.0995,0.0,0.287,0.604,121.974,4,True
6Tm4Io4ct4w14nB1EUzsY3,Whiskey On You,Whiskey On You,Nate Smith,2022-05-06,183789,60,22o5lnwyfofbaefafhryhcdbi,2023-02-28T18:57:49Z,country,Arista Nashville,0.479,0.768,8,-5.204,1,0.0312,7.02e-05,0.00549,0.121,0.576,110.024,4,True
21LRaD9rB3v7p7DDCZsW4y,The Way I Talk,If I Know Me,Morgan Wallen,2018-04-27,208280,7,22o5lnwyfofbaefafhryhcdbi,2023-03-10T05:24:28Z,country,Big Loud Records,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,4,True
03fT3OHB9KyMtGMt2zwqCT,Play It Again,Crash My Party,Luke Bryan,2013-01-01,226866,71,22o5lnwyfofbaefafhryhcdbi,2023-03-24T03:50:09Z,"country,acoustic country",Capitol Records Nashville,0.506,0.886,11,-3.224,1,0.0655,0.0955,0.0,0.0734,0.595,143.938,4,True
25VQoiuyc0HkC5FQTj1a8G,Son Of A Sinner,Ballads Of The Broken,Jelly Roll,2021-09-17,232093,2,22o5lnwyfofbaefafhryhcdbi,2023-03-25T22:45:36Z,"country hip hop,country",Stoney Creek Records,0.365,0.541,7,-7.489,1,0.0304,0.0419,2.25e-06,0.281,0.329,86.041,4,True
7nINhyXn6uwUkYLY5KQH0K,Pretty Heart,Gold Chain Cowboy,Parker McCollum,2021-07-30,245306,63,22o5lnwyfofbaefafhryhcdbi,2023-03-30T15:05:22Z,"texas country,red dirt,country",MCA Nashville,0.568,0.707,7,-4.445,1,0.03,0.00569,0.0,0.103,0.369,131.944,4,True
24LyKCgvEia1eAPUbuISlk,Dirt Road,Dirt Road,Kidd G,2020-10-02,150889,46,22o5lnwyfofbaefafhryhcdbi,2023-03-30T15:05:49Z,"country hip hop,country",Rebel/Geffen Records,0.796,0.516,8,-7.891,1,0.0744,0.519,0.0,0.126,0.181,140.012,4,True
5Y05LYM8LhnQN78GqfjSeK,ONE BEER,A ROCK,"HARDY,Lauren Alaina,Devin Dawson",2020-09-04,173173,5,22o5lnwyfofbaefafhryhcdbi,2023-03-30T15:06:38Z,"country,country rock",Big Loud Records,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,3,True
32mVHdy0bi1XKgr0ajsBlG,Picture To Burn,Taylor Swift,Taylor Swift,2006-10-24,173066,60,22o5lnwyfofbaefafhryhcdbi,2023-03-30T15:06:49Z,,"Big Machine Records, LLC",0.658,0.877,7,-2.098,1,0.0323,0.173,0.0,0.0962,0.821,105.586,4,True
7aEtlGHoiPAfRB084NiDmx,Beer Never Broke My Heart,What You See Is What You Get,Luke Combs,2019-11-08,186733,71,22o5lnwyfofbaefafhryhcdbi,2023-03-31T04:02:25Z,country,River House Artists/Columbia Nashville,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,4,True
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,This One's for You,Luke Combs,2017-06-02,240760,79,22o5lnwyfofbaefafhryhcdbi,2023-04-07T13:55:28Z,country,River House Artists/Columbia Nashville,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,4,True
00KyYtT6NaXwbPecina5Pj,Famous Friends,Famous Friends,"Chris Young,Kane Brown",2021-08-06,166506,57,22o5lnwyfofbaefafhryhcdbi,2023-04-09T14:34:25Z,"country,acoustic country,pop country",RCA Records Label Nashville,0.535,0.859,6,-2.922,1,0.0344,0.0528,0.0,0.32,0.698,102.008,4,True
29nNU80zu0vscbrvTi55mG,I'm in a Hurry (And Don't Know Why),Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,Alabama,1980,168813,65,22o5lnwyfofbaefafhryhcdbi,2023-04-09T16:11:54Z,"country,country rock,christian country",RLG/Legacy,0.748,0.72,9,-7.774,1,0.0286,0.237,0.0,0.069,0.86,128.69,4,True
51FVpJr3WL7vvdfCa7j2jr,Momma’s House,Tullahoma,Dustin Lynch,2020-01-17,220160,46,22o5lnwyfofbaefafhryhcdbi,2023-04-09T15:50:18Z,"country,acoustic country",Broken Bow Records,0.633,0.858,11,-3.509,0,0.0356,0.278,0.0,0.315,0.541,119.998,4,True
5jUOG0aeAofL5u3UWyrtDO,Need A Favor,Need A Favor,Jelly Roll,2022-12-09,197400,0,22o5lnwyfofbaefafhryhcdbi,2023-04-09T16:25:18Z,"country hip hop,country",Broken Bow Records,0.504,0.771,6,-4.231,1,0.0319,0.0123,1.89e-05,0.078,0.555,157.985,4,True
2pUQX4d3Cjh3umGkVz0XyI,To Be Loved By You,Gold Chain Cowboy,Parker McCollum,2021-07-30,199680,55,22o5lnwyfofbaefafhryhcdbi,2023-04-09T16:37:24Z,"texas country,red dirt,country",MCA Nashville,0.475,0.805,10,-4.456,1,0.0377,0.000453,0.0,0.143,0.488,145.976,4,True
7aHzBx4XwGc0e1d7sKd5Md,When I Pull Up,When I Pull Up,Justin Champagne,2020-10-23,146666,55,22o5lnwyfofbaefafhryhcdbi,2023-04-09T22:58:19Z,country hip hop,Country Boy Livin Music,0.584,0.696,6,-5.942,1,0.0803,0.0265,0.0365,0.161,0.565,179.91,4,True
0JbSghVDghtFEurrSO8JrC,Country Girl (Shake It For Me),Tailgates & Tanlines,Luke Bryan,2011-01-01,225560,71,22o5lnwyfofbaefafhryhcdbi,2023-04-09T23:07:23Z,"country,acoustic country",Capitol Nashville,0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,4,True
3ts6xK5GzfMAAriT9AIBmP,Barefoot Blue Jean Night,Barefoot Blue Jean Night,Jake Owen,2011-08-26,167426,69,22o5lnwyfofbaefafhryhcdbi,2023-04-11T14:33:55Z,"country,acoustic country",RCA Records Label Nashville,0.599,0.807,4,-4.679,1,0.0402,0.202,0.0,0.196,0.812,172.017,4,True
4lDHpM8kYUjVScfD8nfQ7A,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),Alabama Live,Alabama,1980,212666,52,22o5lnwyfofbaefafhryhcdbi,2023-04-11T17:37:46Z,"country,country rock,christian country",RCA/Legacy,0.449,0.645,9,-15.2,1,0.0385,0.263,2.9e-06,0.901,0.777,109.581,4,True
1zYZs8Vbjhbzx5M3olcRnm,Memory I Don't Mess With,Hey World,Lee Brice,2020-11-20,180616,66,22o5lnwyfofbaefafhryhcdbi,2023-04-11T18:21:24Z,"country,acoustic country",Curb Records,0.617,0.704,6,-7.61,0,0.0258,0.171,0.0,0.0924,0.57,91.541,4,True
0w3Q14i073jLoew1hgJkwD,Heartache On The Dance Floor,California Sunrise,Jon Pardi,2016-05-13,205200,70,22o5lnwyfofbaefafhryhcdbi,2023-04-20T16:20:10Z,"country,acoustic country",Capitol Records Nashville,0.596,0.833,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,115.997,4,True
5JLf54f83nJrxD4IhFaLl7,Brown Eyes Baby,Brown Eyes Baby,Keith Urban,2022-07-08,224333,52,22o5lnwyfofbaefafhryhcdbi,2023-05-04T22:15:00Z,country,Capitol Records Nashville,0.565,0.823,8,-4.973,1,0.0328,0.232,3.89e-06,0.0715,0.522,141.972,4,True
4S518ci8UY4op0Xyp6Hx6o,Toes,The Foundation,Zac Brown Band,2008-11-17,262773,65,22o5lnwyfofbaefafhryhcdbi,2023-04-29T01:15:06Z,"country,acoustic country",Home Grown Music,0.801,0.759,11,-5.398,1,0.0378,0.657,0.0,0.0897,0.821,129.971,4,True
2KqJC0koTBUyDlsMt5ok1V,Look What God Gave Her,Center Point Road,Thomas Rhett,2019-05-31,168960,61,22o5lnwyfofbaefafhryhcdbi,2023-05-10T17:59:34Z,"country,acoustic country,pop country",The Valory Music Co.,0.739,0.849,2,-3.967,1,0.0308,0.0272,0.0,0.181,0.882,112.999,4,True
03fs6oV5JAlbytRYf3371S,Everything I Love,One Thing At A Time,Morgan Wallen,2023-03-03,187047,64,22o5lnwyfofbaefafhryhcdbi,2023-05-12T15:24:33Z,country,Big Loud Records / Mercury Records / Republic Records,0.567,0.841,8,-3.933,1,0.0263,0.00543,0.000922,0.137,0.712,103.982,4,True
7f08qp3HROTkfrtNpiYGGo,Dirt On My Boots,California Sunrise,Jon Pardi,2016-05-13,201893,70,22o5lnwyfofbaefafhryhcdbi,2023-05-12T17:22:41Z,"country,acoustic country",Capitol Records Nashville,0.683,0.796,11,-4.179,1,0.0284,0.112,0.0,0.197,0.533,90.031,4,True
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Gettin' Old,Luke Combs,2023-03-24,265493,79,22o5lnwyfofbaefafhryhcdbi,2023-05-14T01:32:28Z,country,River House Artists/Columbia Nashville,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,4,True
6vjZxvzdAeHp7jv3R398Xm,What My World Spins Around,Bluebird Days,Jordan Davis,2023-02-17,186800,68,22o5lnwyfofbaefafhryhcdbi,2023-05-13T16:04:06Z,country,MCA Nashville,0.686,0.733,2,-6.483,1,0.0401,0.111,0.0,0.153,0.7,124.882,4,True
1dgWTMoHwTUnQhOQ8SR5fV,American Kids,The Big Revival,Kenny Chesney,2014-09-22,182960,67,22o5lnwyfofbaefafhryhcdbi,2023-05-13T16:04:12Z,country,"Blue Chair Records, LLC / Columbia Nashville",0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,4,True
67wUHsoXdZ8UOLt6rodpQ9,Cold Beer Calling My Name,Bet You're from a Small Town,"Jameson Rodgers,Luke Combs",2021-09-17,210560,57,22o5lnwyfofbaefafhryhcdbi,2023-05-13T16:04:34Z,country,River House Artists/Columbia Nashville,0.585,0.863,7,-4.061,1,0.0401,0.0446,0.0,0.0937,0.788,147.931,4,True
5NHrU0PLDVHYvLq5UcWJ72,Hurricane,Never Enough,Parker McCollum,2023-05-12,228047,40,22o5lnwyfofbaefafhryhcdbi,2023-05-14T18:14:51Z,"texas country,red dirt,country",MCA Nashville,0.438,0.953,9,-4.089,1,0.0581,2.02e-05,0.148,0.291,0.37,122.001,4,True
2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,Tracy Chapman,1988-04-05,296800,75,22o5lnwyfofbaefafhryhcdbi,2023-05-15T02:55:24Z,,Elektra Records,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,4,True
0ZHGYKgO3uim2g9JCIWU4U,People Talk,People Talk,Kidd G,2022-04-15,191079,51,22o5lnwyfofbaefafhryhcdbi,2023-05-15T03:06:54Z,"country hip hop,country",Rebel/Geffen Records,0.608,0.801,4,-6.912,0,0.044,0.00776,0.0,0.37,0.262,87.974,4,True
698eQRku24PIYPQPHItKlA,She Got the Best of Me,This One's for You Too (Deluxe Edition),Luke Combs,2018-06-01,183160,74,22o5lnwyfofbaefafhryhcdbi,2023-05-15T03:17:39Z,country,River House Artists/Columbia Nashville,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,4,True
3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Traveller,Chris Stapleton,2015-05-04,293293,79,22o5lnwyfofbaefafhryhcdbi,2023-05-16T14:12:42Z,country,Mercury Nashville,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,True
6IBcOGPsniK3Pso1wHIhew,Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,2020-10-23,232533,71,22o5lnwyfofbaefafhryhcdbi,2023-05-20T03:53:17Z,country,River House Artists/Columbia Nashville,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,4,True
03d8S7FBY2kIzhP0E7l4rn,If I Know Me,If I Know Me,Morgan Wallen,2018-04-27,157693,16,22o5lnwyfofbaefafhryhcdbi,2023-05-20T04:00:58Z,country,Big Loud Records,0.777,0.604,8,-5.813,1,0.12,0.765,6.79e-05,0.11,0.672,99.934,4,True
7trjNYF5ek7zX4GKSHQZbP,wait in the truck,wait in the truck,"HARDY,Lainey Wilson",2022-08-26,277659,5,22o5lnwyfofbaefafhryhcdbi,2023-05-25T14:22:29Z,"country,country rock",Big Loud Records,0.534,0.466,6,-6.98,1,0.0272,0.277,0.0,0.0979,0.23,140.0,4,True
5QS8PNEWbqTEZyQ6e9ZbJf,Things a Man Oughta Know,Sayin' What I'm Thinkin',Lainey Wilson,2021-02-19,203373,1,22o5lnwyfofbaefafhryhcdbi,2023-05-25T14:23:11Z,country,Broken Bow Records,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,4,True
5UNMyX2AzF8X90wAYAxG6Q,Heart Like A Truck,Bell Bottom Country,Lainey Wilson,2022-11-28,199040,0,22o5lnwyfofbaefafhryhcdbi,2023-05-25T14:23:14Z,country,Broken Bow Records,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01e-05,0.158,0.392,139.974,4,True
0VU5k3vCrpqDgUygMjiFYj,Copperhead Road,Copperhead Road,Steve Earle,1988-01-01,269920,62,22o5lnwyfofbaefafhryhcdbi,2023-06-15T14:03:08Z,"alt country,americana,country rock",UNI,0.372,0.588,7,-15.493,1,0.0411,0.0213,0.000101,0.0525,0.705,162.874,4,True
6IC6VhpV7D8T1t037Atqpu,Tequila Makes Her Clothes Fall Off,III,Joe Nichols,2005-01-01,187053,63,22o5lnwyfofbaefafhryhcdbi,2023-06-15T13:18:43Z,"country,acoustic country",Show Dog Universal Music,0.664,0.706,2,-7.045,1,0.027,0.129,1.06e-06,0.0857,0.681,93.968,4,True
66pxmg3Jhjm09tHoWR1wVR,All the Pretty Girls,Cosmic Hallelujah,Kenny Chesney,2017-04-28,212893,57,22o5lnwyfofbaefafhryhcdbi,2023-06-15T14:20:43Z,country,"Blue Chair Records, LLC / Columbia Nashville",0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996,4,True
1eq8qRUBXaJ66qrbuFaowP,Dancing With The Devil,Whitsitt Chapel,Jelly Roll,2023-06-02,217360,0,22o5lnwyfofbaefafhryhcdbi,2023-06-16T17:37:48Z,"country hip hop,country",Stoney Creek Records,0.39,0.791,9,-4.777,1,0.0568,0.223,0.0,0.0683,0.487,179.68,3,True
1JyLNGj4djIWfB7y4VdQho,Hungover In A Church Pew,Whitsitt Chapel,Jelly Roll,2023-06-02,210706,0,22o5lnwyfofbaefafhryhcdbi,2023-06-16T17:37:52Z,"country hip hop,country",Stoney Creek Records,0.407,0.776,8,-6.195,1,0.0427,0.06,6.85e-05,0.322,0.633,82.583,4,True
3EON33SUQai62FI5Sv0gPT,Halfway To Hell,Whitsitt Chapel,Jelly Roll,2023-06-02,178440,0,22o5lnwyfofbaefafhryhcdbi,2023-06-16T17:38:02Z,"country hip hop,country",Stoney Creek Records,0.503,0.864,2,-5.376,0,0.0637,0.00227,0.0,0.948,0.443,107.18,4,True
6hwoshi6F3hl323YeLGNuM,The Lost,Whitsitt Chapel,Jelly Roll,2023-06-02,199546,0,22o5lnwyfofbaefafhryhcdbi,2023-06-16T17:38:06Z,"country hip hop,country",Stoney Creek Records,0.584,0.853,1,-4.685,1,0.0378,0.00417,0.0,0.102,0.622,117.988,4,True
1nPtZ8OtmKeyYZhbMAYbQP,Rock and A Hard Place,Leave The Light On,Bailey Zimmerman,2022-10-14,207540,46,22o5lnwyfofbaefafhryhcdbi,2023-08-22T21:52:56Z,country,Warner Music Nashville/Elektra,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,True
4DCyfwekbYsNEzsYOG77el,Some Girls,Bet You're from a Small Town,Jameson Rodgers,2021-09-17,184040,49,22o5lnwyfofbaefafhryhcdbi,2023-09-09T16:39:16Z,country,River House Artists/Columbia Nashville,0.424,0.845,8,-5.15,1,0.0484,0.0864,0.0,0.156,0.336,167.988,4,True
59uQI0PADDKeE6UZDTJEe8,Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,163854,73,22o5lnwyfofbaefafhryhcdbi,2023-10-09T23:00:36Z,country,Big Loud Records / Mercury Records / Republic Records,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812,4,True
2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,This One's for You Too (Deluxe Edition),Luke Combs,2018-06-01,193200,78,22o5lnwyfofbaefafhryhcdbi,2023-11-22T02:23:08Z,country,River House Artists/Columbia Nashville,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,4,True
2eGvz6O6tVnh9nKiitDEhZ,I Can Feel It,I Can Feel It,Kane Brown,2023-09-21,163600,59,22o5lnwyfofbaefafhryhcdbi,2023-11-22T18:53:39Z,"country,pop country",RCA Records Label Nashville,0.529,0.866,3,-5.816,0,0.0452,0.00281,0.00526,0.0287,0.55,116.004,4,True
7Fh8xCGwV1QHuhBPKu1i4m,I'm Not Pretty,I'm Not Pretty,Megan Moroney,2023-02-10,181066,44,22o5lnwyfofbaefafhryhcdbi,2023-11-22T18:56:34Z,country,Columbia Nashville/Columbia Records,0.573,0.795,10,-5.561,1,0.0558,0.129,1.78e-05,0.186,0.705,128.101,4,True
5ya0TmUQw2wHMkq36rPsnd,World on Fire,NATE SMITH (DELUXE),Nate Smith,2023-04-28,189986,72,22o5lnwyfofbaefafhryhcdbi,2023-11-22T18:57:02Z,country,RCA Records Label Nashville,0.461,0.887,11,-4.871,0,0.0429,0.000219,0.0,0.104,0.411,95.964,4,True
0bILU0UiNDmA5Ff6whhb2R,Religiously,Religiously. The Album.,Bailey Zimmerman,2023-01-11,178723,73,22o5lnwyfofbaefafhryhcdbi,2023-11-22T19:00:30Z,country,Warner Music Nashville/Elektra,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,4,True
